Purchase Requisition Number,Grant Number,Institution,NASA Center,Proposal Title,Program Title,Principal Investigator Name,Technical Officer,Award Date,Performance Start Date,Performance End Date,Status,Description of Action
4200694280,80NSSC17K0006 P00003,UNIVERSITY OF MARYLAND - COLLEGE PARK,HQ,DECADAL-SCALE VARIABILITY AND TRENDS IN ARCTIC SEA ICE THICKNESS AND VOLUME,STUDIES WITH ICESAT AND CRYOSAT -2,Sinead Farrell,THOMAS WAGNER,4/11/2019,4/24/2017,4/23/2020,Approved/ Awarded,Distribution
4200700318,80NSSC17K0007 P00002,"G & A TECHNICAL SOFTWARE, INC.",GSFC,MODELING WAVE FORCING OF THE COUPLED ATMOSPHERE - IONOSPHERE SYSTEM,HELIOPHYSICS GRAND CHALLENGES RESEARCH,DAVID FRITTS,Ramona Kessel,6/6/2019,6/23/2017,6/22/2020,Approved/ Awarded,Distribution
4200697545,80NSSC17K0008 P00003,"University of Colorado, Boulder",HQ,THE SOLAR DYNAMO REVEALED,HELIOPHYSICS GRAND CHALLENGES RESEARCH,NICHOLAS FEATHERSTONE,Ramona Kessel,5/16/2019,6/23/2017,6/22/2020,Approved/ Awarded,Distribution
4200699610,80NSSC17K0009 P00002,UNIVERSITY OF NEW HAMPSHIRE,HQ,PHYSICAL ORIGINS OF SUPRATHERMAL ION POPULATIONS THROUGHOUT THE HELIOSPHERE,HELIOPHYSICS GRAND CHALLENGES RESEARCH,NOE LUGAZ,EKATERINA M VERNER,6/4/2019,8/1/2017,7/31/2020,Approved/ Awarded,Distribution
4200706061,80NSSC17K0012 P00002,AUBURN UNIVERSITY,HQ,FAST FLOWS IN THE MAGNETOTAIL AND ENERGETIC PARTICLE TRANSPORT: MULTISCALE COUPLING IN THE MAGNETOSPHERE,HELIOPHYSICS GRAND CHALLENGES RESEARCH,Yu Lin,Ramona Kessel,7/30/2019,6/13/2017,2/12/2020,Approved/ Awarded,Distribution
4200717134,80NSSC17K0012 P00003,AUBURN UNIVERSITY,HQ,FAST FLOWS IN THE MAGNETOTAIL AND ENERGETIC PARTICLE TRANSPORT: MULTISCALE COUPLING IN THE MAGNETOSPHERE,HELIOPHYSICS GRAND CHALLENGES RESEARCH,Yu Lin,Ramona Kessel,11/26/2019,6/13/2017,6/12/2020,Approved/ Awarded,Distribution
4200710905,80NSSC17K0013 P00003,UNIVERSITY CORPORATION FOR ATMOSPHERIC R,HQ,THE DYNAMICS AND EFFECTS OF THE SUBAURORAL POLARIZATION STREAMS,HELIOPHYSICS GRAND CHALLENGES RESEARCH,Wenbin Wang,Ramona Kessel,9/16/2019,6/23/2017,6/22/2020,Approved/ Awarded,Distribution
4200699609,80NSSC17K0014 P00002,UNIVERSITY OF CALIFORNIA - LOS ANGELES,HQ,MULTISCALE NATURE OF PLASMA ACCELERATION AND ENERGIZATION AT EARTH'S MAGNETOSPHERE,HELIOPHYSICS GRAND CHALLENGES RESEARCH,Jean Berchem,EKATERINA M VERNER,6/3/2019,7/19/2017,7/18/2020,Approved/ Awarded,Distribution
4200699608,80NSSC17K0015 P00002,UNIVERSITY OF MICHIGAN - ANN ARBOR,HQ,OUTFLOW AND GEOSPACE: IMPACT AND FEEDBACK OF HEAVY IONS IN THE MAGNETOSPHERE,HELIOPHYSICS GRAND CHALLENGES RESEARCH,Michael Liemohn,EKATERINA M VERNER,6/3/2019,6/23/2017,6/22/2020,Approved/ Awarded,Distribution
4200696542,80NSSC17K0016 P00004,NEW JERSEY INSTITUTE OF TECHNOLOGY,HQ,"DATA-CONSTRAINED, DATA-DRIVEN AND LABORATORY-TESTED MHD SIMULATIONS TO UNDERSTAND THE SUCCESSFUL AND FAILED SOLAR ERUPTIONS",HELIOPHYSICS GRAND CHALLENGES RESEARCH,Haimin Wang,EKATERINA M VERNER,5/20/2019,6/23/2017,6/22/2020,Approved/ Awarded,Distribution
